cd4c_0wk,cd4_0wk,cd4_rs1,cd4_rs2,cd4_rs3,treat
-2.1340851764457085,103.00000000000003,0.0,0.0,0.0,1
-1.9916600423640263,119.63265306122452,0.0,0.0,0.0,1
-1.8492349082823443,136.265306122449,0.0,0.0,0.0,1
-1.706809774200662,152.8979591836735,0.0,0.0,0.0,1
-1.56438464011898,169.53061224489795,0.0,0.0,0.0,1
-1.4219595060372978,186.16326530612247,9.92219522605815e-05,0.0,0.0,1
-1.2795343719556156,202.79591836734696,0.023221540457897434,0.0,0.0,1
-1.1371092378739336,219.42857142857144,0.08691369659990447,0.0,0.0,1
-0.9946841037922514,236.06122448979593,0.1911756903782819,0.0,0.0,1
-0.8522589697105691,252.69387755102042,0.3360075217930297,0.0,0.0,1
-0.7098338356288871,269.32653061224494,0.5214091908441474,0.0,0.0,1
-0.5674087015472049,285.9591836734694,0.7473806975316357,0.0,0.0,1
-0.4249835674655227,302.5918367346939,1.0139220418554944,0.002292763092617836,0.0,1
-0.2825584333838407,319.2244897959184,1.3210332238157227,0.03621711198732502,0.0,1
-0.14013329930215845,335.8571428571429,1.668714243412322,0.11071129851840253,0.0,1
0.0022918347795237715,352.48979591836735,2.0569651006452916,0.22577532268585038,0.0,1
0.14471696886120577,369.12244897959187,2.4857857955146305,0.38140918448966826,0.0,1
0.2871421029428878,385.7551020408163,2.95517632802034,0.5776128839298563,0.0,1
0.4295672370245702,402.38775510204084,3.4651366981624214,0.8143864210064155,0.007168786050826937,1
0.5719923711062522,419.0204081632653,4.015666905940872,1.0917297957193437,0.05157160221235125,1
0.7144175051879342,435.65306122448976,4.606766951355692,1.4096430080686426,0.13654425601024575,1
0.8568426392696167,452.28571428571433,5.238436834406882,1.7681260580543126,0.2620867474445109,1
0.9992677733512987,468.9183673469388,5.910676555094443,2.1671789456763517,0.42819907651514594,1
1.1416929074329807,485.55102040816325,6.623486113418374,2.6068016709347615,0.6348812432221511,1
1.2841180415146631,502.1836734693878,7.376865509378679,3.0869942338295426,0.8821332475655274,1
1.4265431755963451,518.8163265306123,8.17081474297535,3.6077566343606926,1.169955089545273,1
1.5689683096780271,535.4489795918367,9.005333814208392,4.169088872528213,1.498346769161389,1
1.7113934437597091,552.0816326530612,9.879482107215965,4.770050332470264,1.8663676705520362,1
1.8538185778413916,568.7142857142858,10.766119730602723,5.383501122791504,2.2468779023218706,1
1.996243711923074,585.3469387755102,11.652757353989488,5.996951913112743,2.627388134091705,1
2.138668846004756,601.9795918367347,12.539394977376247,6.61040270343398,3.0078983658615384,1
2.281093980086438,618.6122448979593,13.426032600763005,7.223853493755218,3.388408597631372,1
2.42351911416812,635.2448979591836,14.312670224149764,7.837304284076456,3.768918829401204,1
2.565944248249802,651.8775510204082,15.199307847536524,8.450755074397694,4.149429061171037,1
2.708369382331484,668.5102040816327,16.085945470923285,9.064205864718929,4.52993929294087,1
2.850794516413166,685.1428571428571,16.972583094310043,9.677656655040169,4.910449524710703,1
2.993219650494849,701.7755102040817,17.859220717696807,10.29110744536141,5.290959756480539,1
3.135644784576531,718.4081632653061,18.745858341083565,10.904558235682646,5.671469988250372,1
3.278069918658213,735.0408163265306,19.632495964470323,11.518009026003885,6.051980220020204,1
3.420495052739895,751.6734693877552,20.51913358785708,12.131459816325123,6.432490451790039,1
3.562920186821577,768.3061224489795,21.40577121124384,12.744910606646357,6.8130006835598715,1
3.705345320903259,784.9387755102041,22.2924088346306,13.358361396967597,7.193510915329703,1
3.847770454984942,801.5714285714287,23.179046458017364,13.971812187288837,7.574021147099539,1
3.990195589066624,818.204081632653,24.06568408140412,14.585262977610073,7.954531378869373,1
4.132620723148306,834.8367346938776,24.952321704790883,15.198713767931313,8.335041610639205,1
4.275045857229988,851.469387755102,25.83895932817764,15.812164558252551,8.715551842409038,1
4.41747099131167,868.1020408163265,26.725596951564395,16.425615348573785,9.096062074178871,1
4.559896125393352,884.7346938775511,27.61223457495116,17.039066138895024,9.476572305948705,1
4.702321259475035,901.3673469387757,28.49887219833792,17.65251692921626,9.857082537718538,1
4.844746393556716,918.0,29.385509821724675,18.2659677195375,10.237592769488371,1
